1661 0,86
1226 1,337
1070 1,804
972 2,262
934 3,162
909 3,607
888 4,934
876 5,426
867 5,942
855 6,412
844 6,842
835 7,285
809 8,142
788 10,486
763 18,053
749 26,387
741 47,16
726 52,025
725 53,517
722 97,17
695 135,439
692 263,635
